CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
741276,12000058995,201258995,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/26/2012 11:08:00 PM,21XX BLOCK OF N 112TH ST,N,N3,1200.5000,-122.332852637,47.709562975,"(47.709562975, -122.332852637)",,,,
957710,12000385936,2012385936,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,11/10/2012 09:13:00 AM,47XX BLOCK OF RAINIER AVE S,R,R3,10300.5004,-122.286488582,47.5601082,"(47.5601082, -122.286488582)",,,,
1747583,16000186998,2016186998,203,ALACAD - RESIDENTIAL PANIC (FALSE),PANIC ALACAD (FALSE),FALSE ALACAD,05/27/2016 10:20:41 PM,24XX BLOCK OF S GRAHAM ST,S,S1,10402.3017,-122.30147,47.546402,"(47.546402, -122.30147)",ALARM - RESIDENTIAL - SILENT/AUD PANIC/DURESS,ALACAD,SUSPICIOUS CIRCUMSTANCES,
731162,12000037565,201237565,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,02/07/2012 05:14:00 PM,12XX BLOCK OF SW MYRTLE ST,F,F1,10800.1007,-122.352108936,47.539101438,"(47.539101438, -122.352108936)",,,,
2247690,15000015518,201515518,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,01/14/2015 09:52:00 PM,ALASKAN WY / UNIVERSITY ST,M,M3,8100.1027,-122.340414773,47.605910592,"(47.605910592, -122.340414773)",TRU - THEFT,OTHER PROPERTY,THEFT,
752003,12000075523,201275523,200,ALARMS - COMMERCIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,03/12/2012 12:11:00 PM,1XX BLOCK OF 1ST AVE S,K,K3,9200.2006,-122.33418006,47.601302761,"(47.601302761, -122.33418006)",,,,
48644,10000294435,2010294435,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,08/23/2010 11:24:00 AM,2XX BLOCK OF 12TH AVE E,C,C2,7500.5007,-122.316937394,47.620520398,"(47.620520398, -122.316937394)",,,,
567108,11000151845,2011151845,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/13/2011 01:09:00 AM,ALASKAN WY / MADISON ST,M,M3,8100.1037,-122.338427239,47.603778935,"(47.603778935, -122.338427239)",,,,
1093085,15000159980,2015159980,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/15/2015 08:55:00 PM,I90 EB / RAINIER AV S OFF RP,R,R1,9400.2023,-122.31196469,47.592502606,"(47.592502606, -122.31196469)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1537401,15000306672,2015306672,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/01/2015 08:05:00 PM,NE 45 ST VI / WB,U,U1,5302.3013,-122.302506951,47.661251631,"(47.661251631, -122.302506951)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
999290,12000431790,2012431790,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,12/18/2012 10:11:00 PM,32XX BLOCK OF 4TH AVE S,O,O2,9300.3034,-122.329058917,47.574978897,"(47.574978897, -122.329058917)",,,,
140712,10000433169,2010433169,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,12/17/2010 01:26:00 AM,52XX BLOCK OF UNIVERSITY WAY NE,U,U3,4400.4001,-122.313034216,47.667491533,"(47.667491533, -122.313034216)",,,,
468523,11000341695,2011341695,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,10/19/2011 03:49:00 PM,96XX BLOCK OF COLLEGE WAY N,N,N3,1900.4005,-122.335049795,47.698677358,"(47.698677358, -122.335049795)",,,,
537012,11000107761,2011107761,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,04/04/2011 12:51:00 PM,90XX BLOCK OF 15TH AVE NW,B,B1,1600.3002,-122.376797049,47.695379201,"(47.695379201, -122.376797049)",,,,
563177,11000147939,2011147939,243,JUVENILE DISTURBANCE,DISTURBANCES,DISTURBANCES,05/09/2011 04:40:00 PM,63XX BLOCK OF MARTIN LUTHER KING JR WAY S,S,S1,11000.1000,-122.279127906,47.515293438,"(47.515293438, -122.279127906)",,,,
777704,12000115228,2012115228,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,04/15/2012 08:02:00 PM,11XX BLOCK OF ELM PL SW,W,W1,9600.5002,-122.384035055,47.593366749,"(47.593366749, -122.384035055)",,,,
836816,12000204516,2012204516,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/29/2012 02:49:00 AM,CALIFORNIA AV SW / SW THISTLE ST,W,W3,11600.3001,-122.387394789,47.528536832,"(47.528536832, -122.387394789)",,,,
2247602,15000015367,201515367,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,01/14/2015 07:51:00 PM,29XX BLOCK OF S WEBSTER ST,O,O3,11000.3013,-122.292944355,47.535245135,"(47.535245135, -122.292944355)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALARMS,SUSPICIOUS CIRCUMSTANCES,01/14/2015 06:35:00 PM
1499430,15000260322,2015260322,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/29/2015 09:28:00 AM,N NORTHGATE WY / I5 SB,N,N3,1200.5001,-122.33014387,47.708638264,"(47.708638264, -122.33014387)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
1985256,17000146314,2017146314,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,04/27/2017 08:50:24 AM,8XX BLOCK OF POPLAR PL S,G,G3,9400.2004,-122.31174,47.594273,"(47.594273, -122.31174)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
691903,11000403271,2011403271,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,12/16/2011 10:13:00 PM,45XX BLOCK OF NE 41ST ST,L,L3,4100.6001,-122.27803421,47.658410858,"(47.658410858, -122.27803421)",,,,
41983,10000284602,2010284602,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,08/15/2010 02:15:00 PM,85XX BLOCK OF 5TH AVE NE,U,U1,1900.2010,-122.32300549,47.690852828,"(47.690852828, -122.32300549)",,,,
1132488,15000216669,2015216669,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,06/27/2015 03:18:00 AM,20XX BLOCK OF NW CANOE PL,J,J2,3300.5004,-122.382685195,47.679953994,"(47.679953994, -122.382685195)",SHOTS - IP/JO - INCLUDES HEARD/NO ASSAULT,WEAPONS CALLS,GUN CALLS,06/26/2015 10:26:00 PM
431302,11000286994,2011286994,200,ALARMS - COMMERCIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/31/2011 05:03:00 PM,13XX BLOCK OF N 41ST ST,J,J3,5000.2015,-122.341580828,47.656843947,"(47.656843947, -122.341580828)",,,,
840351,12000210446,2012210446,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,07/03/2012 11:57:00 AM,15 AV NE / NE 125 ST,L,L1,200.7006,-122.312681437,47.719411875,"(47.719411875, -122.312681437)",,,,
1784768,16000250575,2016250575,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,07/13/2016 09:23:40 AM,1XX BLOCK OF YESLER WY,K,K2,9200.2006,-122.33404,47.601723,"(47.601723, -122.33404)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
143314,10000438566,2010438566,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,12/21/2010 05:27:00 PM,60XX BLOCK OF E MARGINAL WAY S,O,O2,10900.2069,-122.333449409,47.546639506,"(47.546639506, -122.333449409)",,,,
555350,11000134589,2011134589,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",04/28/2011 08:02:00 AM,14XX BLOCK OF 1ST AVE,M,M3,8100.1009,-122.355293423,47.618534826,"(47.618534826, -122.355293423)",,,,
473079,11000348546,2011348546,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,10/25/2011 09:23:00 PM,3 AV S / S WALKER ST,O,O2,9300.3013,-122.329971986,47.583972521,"(47.583972521, -122.329971986)",,,,
98682,10000367813,2010367813,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,10/21/2010 04:11:00 AM,32XX BLOCK OF 21ST AVE W,Q,Q1,5801.1008,-122.383361506,47.649392412,"(47.649392412, -122.383361506)",,,,
92233,10000357901,2010357901,162,TRESPASS - PARKS EXCLUSION,PARKS EXCLUSIONS,TRESPASS,10/13/2010 03:06:00 AM,4XX BLOCK OF 3RD AVE,K,K2,8100.2042,-122.330510335,47.601885903,"(47.601885903, -122.330510335)",,,,
142913,10000437820,2010437820,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,12/21/2010 03:07:00 AM,48XX BLOCK OF S HOLDEN ST,S,S2,11102.3003,-122.271314896,47.533661617,"(47.533661617, -122.271314896)",,,,
1829501,16000329705,2016329705,161,TRESPASS,TRESPASS,TRESPASS,09/11/2016 01:55:17 PM,34XX BLOCK OF NW MARKET ST,B,B1,3200.4014,-122.401955,47.66844,"(47.66844, -122.401955)",TRESPASS,TRESPASS,TRESPASS,09/11/2016 01:09:41 PM
30022,10000267200,2010267200,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",08/02/2010 03:52:00 PM,41XX BLOCK OF SW CHARLESTOWN ST,W,W2,9800.3009,-122.384373354,47.570182507,"(47.570182507, -122.384373354)",,,,
403258,11000245983,2011245983,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/29/2011 08:50:00 AM,5XX BLOCK OF BELMONT AVE E,E,E1,7400.7007,-122.32403399,47.623717041,"(47.623717041, -122.32403399)",,,,
2011646,17000194626,2017194626,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,06/01/2017 01:25:42 AM,4 AV / PINE ST,M,M3,8100.2008,-122.33759,47.611206,"(47.611206, -122.33759)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
2003306,17000179538,2017179538,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,05/21/2017 06:58:06 PM,12XX BLOCK OF HARBOR AV SW,W,W1,9600.5002,-122.38238,47.591312,"(47.591312, -122.38238)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,05/21/2017 05:43:37 PM
1761100,16000209869,2016209869,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",06/13/2016 09:00:09 PM,18XX BLOCK OF N 135 ST,N,N2,600.1010,-122.337585,47.726856,"(47.726856, -122.337585)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",06/13/2016 12:35:12 PM
818081,12000175571,2012175571,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,06/06/2012 07:22:00 AM,14 AV / E YESLER WY,E,E3,8600.3008,-122.314163512,47.601687114,"(47.601687114, -122.314163512)",,,,
1836440,16000338773,2016338773,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,09/18/2016 07:37:28 PM,117XX BLOCK OF 16 AV NE,L,L1,700.4007,-122.311516,47.715237,"(47.715237, -122.311516)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,09/18/2016 04:25:30 PM
791652,12000136366,2012136366,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/04/2012 07:30:00 AM,71XX BLOCK OF RAINIER AVE S,R,R3,11102.4003,-122.270653329,47.538591933,"(47.538591933, -122.270653329)",,,,
2098868,14000215359,2014215359,246,"NOISE DISTURBANCE, RESIDENTIAL",NOISE DISTURBANCE,DISTURBANCES,07/03/2014 11:46:00 PM,59XX BLOCK OF ROOSEVELT WY NE,U,U3,4400.5006,-122.317363518,47.671746659,"(47.671746659, -122.317363518)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,
922308,12000340629,2012340629,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,10/05/2012 02:48:00 PM,70XX BLOCK OF E MARGINAL WAY S,O,O3,10900.1012,-122.322241452,47.539633217,"(47.539633217, -122.322241452)",,,,
1859896,16000380830,2016380830,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,10/21/2016 06:52:22 AM,30XX BLOCK OF 17 AV W,Q,Q1,5802.2005,-122.3784,47.64787,"(47.64787, -122.3784)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,
1250169,11000039515,201139515,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,02/02/2011 09:09:00 PM,74XX BLOCK OF E GREEN LAKE DR N,J,J1,3600.2007,-122.328435433,47.682253786,"(47.682253786, -122.328435433)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,02/02/2011 06:12:00 PM
1275706,11000004257,20114257,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,01/04/2011 03:32:00 PM,141XX BLOCK OF LINDEN AVE N,N,N1,401.1006,-122.347771829,47.731676965,"(47.731676965, -122.347771829)",,,,
962185,12000391366,2012391366,291,PERSON WITH A GUN,GUN CALLS,WEAPONS CALLS,11/15/2012 02:38:00 AM,12 AV S / S CLOVERDALE ST,F,F3,11200.3009,-122.317583977,47.526445897,"(47.526445897, -122.317583977)","WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,11/14/2012 11:29:00 PM
1851279,16000365460,2016365460,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",10/08/2016 09:51:14 PM,15XX BLOCK OF 12 AV,E,E2,7500.4006,-122.317276,47.61492,"(47.61492, -122.317276)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",10/08/2016 07:40:57 PM
1079963,15000141313,2015141313,350,HAZARDS,HAZARDS,HAZARDS,04/30/2015 04:30:00 PM,N 125 ST / STONE AV N,N,N2,600.3006,-122.342250854,47.719570076,"(47.719570076, -122.342250854)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
708308,12000009733,20129733,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,01/10/2012 01:13:00 PM,N 38 ST / STONE WY N,J,J3,5400.4001,-122.342578758,47.652704565,"(47.652704565, -122.342578758)",,,,
795790,12000143645,2012143645,074,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,05/10/2012 03:08:00 PM,11XX BLOCK OF NW 59TH ST,B,B3,4700.1002,-122.372166415,47.671627315,"(47.671627315, -122.372166415)",,,,
902012,12000312583,2012312583,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/15/2012 02:55:00 PM,2 AV / DENNY WY,M,M1,7100.2001,-122.352843118,47.618591671,"(47.618591671, -122.352843118)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/15/2012 02:50:00 PM
1278548,11000000383,2011383,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,01/01/2011 05:06:00 AM,21XX BLOCK OF CALIFORNIA AVE SW,W,W1,9600.2001,-122.386396958,47.584686133,"(47.584686133, -122.386396958)",,,,
380197,11000212043,2011212043,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/01/2011 11:00:00 PM,NE 100 ST / 35 AV NE,L,L3,2100.1000,-122.290705671,47.701120748,"(47.701120748, -122.290705671)",,,,
2002695,17000178302,2017178302,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,05/20/2017 10:49:38 PM,4 AV / PINE ST,M,M3,8100.2008,-122.33759,47.611206,"(47.611206, -122.33759)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,05/20/2017 07:37:48 PM
1760679,16000210020,2016210020,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,06/13/2016 12:41:10 PM,WARREN AV N / REPUBLICAN ST,Q,Q3,7100.2001,-122.35411,47.62327,"(47.62327, -122.35411)",LIQUOR VIOLATIONS - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
2162543,14000322949,2014322949,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,09/27/2014 01:40:00 AM,10XX BLOCK OF TERRACE ST,E,E3,8500.2015,-122.321781096,47.604823506,"(47.604823506, -122.321781096)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,09/27/2014 01:34:00 AM
1053927,15000105082,2015105082,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/31/2015 05:06:00 PM,5XX BLOCK OF PINE ST,M,M3,8200.1004,-122.335928552,47.611904235,"(47.611904235, -122.335928552)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
2090610,14000204085,2014204085,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,06/25/2014 05:36:00 PM,93XX BLOCK OF 57 AV S,S,S3,11800.3008,-122.261654617,47.517898652,"(47.517898652, -122.261654617)",THEFT OF SERVICES,OTHER PROPERTY,THEFT,
1939708,17000059321,201759321,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/17/2017 09:44:15 PM,12XX BLOCK OF S CLOVERDALE ST,F,F3,11200.3008,-122.316246,47.526443,"(47.526443, -122.316246)",TRESPASS,TRESPASS,TRESPASS,02/17/2017 07:57:14 PM
2009797,17000191279,2017191279,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,05/29/2017 06:24:31 PM,9XX BLOCK OF 17 AV,C,C3,7900.3005,-122.31018,47.610954,"(47.610954, -122.31018)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1627117,15000427461,2015427461,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,12/09/2015 05:52:57 PM,4XX BLOCK OF MAYNARD AV S,K,K3,9100.2001,-122.32506,47.59877,"(47.59877, -122.32506)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1812199,16000298420,2016298420,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/18/2016 12:54:30 AM,NE 50 ST / 16 AV NE,U,U1,4400.3006,-122.31081,47.664883,"(47.664883, -122.31081)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1780125,16000242955,2016242955,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,07/07/2016 01:16:22 PM,22XX BLOCK OF NW MARKET ST,B,B1,4700.4009,-122.38556,47.66868,"(47.66868, -122.38556)","PANHANDLING, AGGRESSIVE",DISTURBANCES,DISTURBANCES,
1994579,17000163310,2017163310,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/09/2017 09:59:51 PM,RAINIER AV S / SEWARD PARK AV S,S,S3,11800.6017,-122.26278,47.520115,"(47.520115, -122.26278)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1912370,17000008091,20178091,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,01/07/2017 03:29:39 PM,1XX BLOCK OF 23 AV E,C,C2,7600.2012,-122.30252,47.61969,"(47.61969, -122.30252)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,01/07/2017 02:13:59 PM
380558,11000212464,2011212464,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,07/02/2011 08:13:00 AM,60XX BLOCK OF 18TH AVE SW,F,F1,10800.2007,-122.357105775,47.548359614,"(47.548359614, -122.357105775)",,,,
2006054,17000184386,2017184386,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/25/2017 01:32:03 AM,11XX BLOCK OF 6 AV W,Q,Q2,6900.3021,-122.364426,47.629173,"(47.629173, -122.364426)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1933274,17000047262,201747262,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,02/08/2017 01:08:07 PM,ALASKAN WY VI NB / WESTERN AV OFF RP,D,D1,8002.2016,-122.345535,47.610897,"(47.610897, -122.345535)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,02/08/2017 12:41:46 PM
729738,12000043277,201243277,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,02/12/2012 02:09:00 PM,15XX BLOCK OF 3RD AVE,K,K1,8100.2005,-122.338247307,47.610246301,"(47.610246301, -122.338247307)",,,,
646339,15000047430,201547430,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/10/2015 10:11:00 PM,7XX BLOCK OF N 92 ST,N,N3,1800.3008,-122.348624645,47.695646496,"(47.695646496, -122.348624645)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
377844,11000208421,2011208421,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/29/2011 12:17:00 AM,1 AV / BATTERY ST,M,M1,8002.2004,-122.347814579,47.614142593,"(47.614142593, -122.347814579)",,,,
1810311,16000294720,2016294720,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/15/2016 03:50:52 PM,6XX BLOCK OF 36 AV E,C,C3,6300.2027,-122.286865,47.625546,"(47.625546, -122.286865)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,08/15/2016 11:59:51 AM
1870592,16000400070,2016400070,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,11/04/2016 08:35:31 PM,15XX BLOCK OF 7 AV,M,M3,8200.1005,-122.334206,47.61185,"(47.61185, -122.334206)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,11/04/2016 07:46:49 PM
584795,11000335402,2011335402,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",10/13/2011 06:36:00 AM,E PIKE ST / BROADWAY,E,E2,7500.4016,-122.320781184,47.614074152,"(47.614074152, -122.320781184)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,10/13/2011 06:07:00 AM
1537291,15000306304,2015306304,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,09/01/2015 06:23:00 PM,68XX BLOCK OF GREENWOOD AV N,J,J2,3500.1006,-122.355318547,47.678304344,"(47.678304344, -122.355318547)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,09/01/2015 02:51:00 PM
95887,10000362982,2010362982,246,"NOISE DISTURBANCE, RESIDENTIAL ",NOISE DISTURBANCE,DISTURBANCES,10/17/2010 12:42:00 AM,18XX BLOCK OF N 54TH ST,J,J1,4600.2008,-122.335040059,47.667943134,"(47.667943134, -122.335040059)",,,,
1837350,16000340612,2016340612,161,TRESPASS,TRESPASS,TRESPASS,09/19/2016 10:22:18 PM,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.3313,47.602192,"(47.602192, -122.3313)",TRESPASS,TRESPASS,TRESPASS,09/19/2016 09:59:19 PM
939274,12000362391,2012362391,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/22/2012 06:30:00 PM,23 AV E / E JOHN ST,C,C3,7600.1009,-122.302499625,47.62020692,"(47.62020692, -122.302499625)",,,,
1036222,15000079015,201579015,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/10/2015 12:30:00 PM,8XX BLOCK OF LAKESIDE AV S,G,G3,8900.1026,-122.287790111,47.595151184,"(47.595151184, -122.287790111)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
2101891,14000218723,2014218723,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/06/2014 03:07:00 PM,15XX BLOCK OF N 80 ST,J,J1,2700.5000,-122.338506608,47.686923462,"(47.686923462, -122.338506608)","OPEN - BUILDING, DOOR, ETC.",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/06/2014 02:40:00 PM
