psraid,sample,int_date,state,sex,"[Q1] Overall, how would you rate your community as a place to live? Would you say it is","[Q3] Overall, how would you rate the economy in your community today? ","[eminuse] Do you use the internet or email, at least occasionally? ","[intmob] Do you access the internet on a cell phone, tablet or other mobile handheld device, at least occasionally?",[intfreq] About how often do you use the internet?,[home4nw] Do you currently subscribe to internet service at HOME? ,"[device1a] Next, do you have a cell phone, or not? ",smartphone,[q5a] Please tell me if you ever use your cell phone to do any of the following things. Do you ever use your cell phone to Participate in a video call or video chat?,"[q5b] Buy a product online, such as books, music, toys or clothing","[q5c] Get directions, recommendations, or other information related to your location",[q5d] Get sports scores or analysis ,[q5e] Watch movies or TV shows through a paid subscription service like NetFlix or Hulu Plus ,"[q5f] Listen to an online radio or music service, such as Pandora or Spotify","[date1a] Have YOU, personally, ever used an online dating site such as Match.com, eHarmony, or OK Cupid?",[date2a] Have you ever used a dating app on your cell phone? ,[date3a] Do you personally know anyone who has Used an online dating site or app?,[date3b] Do you personally know anyone who has been in a long-term relationship with or married someone they met through an online dating site or app?,[date4a] Online dating is a good way to meet people,[date4b] Online dating allows people to find a better match for themselves because they can get to know a lot more people,[date4c] People who use online dating sites are desperate,[date4d] Online dating keeps people from settling down because they always have options for people to date,[date4e] Online dating is easier and more efficient than other ways of meeting people ,[date4f] Online dating is more dangerous than other ways of meeting people ,age,"[marital] Are you currently married, living with a partner, divorced, separated, widowed, or have you never been married? ","[hh1] How many adults age 18 and over currently live in your household, INCLUDING YOURSELF?",[educ2] What is the highest level of school you have completed or the highest degree you have received?,"[party] In politics TODAY, do you consider yourself a Republican, Democrat, or independent?","[ideo] In general, would you describe your political views as ",income,zipcode
203113,2,62415,48,Male,2,2,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,60,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Conservative,"100 to under $150,000",76801
203118,2,62415,21,Female,1,3,1,1,1,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,Yes,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,31,Never been married,3,"Some college, no degree (includes some community college)",Democrat,Very liberal?,"75 to under $100,000",42101
203120,2,62615,48,Female,1,2,1,1,2,8, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,54,Married,4,"Some college, no degree (includes some community college)",Republican,Conservative,"$150,000 or more",77583
203126,2,62415,27,Female,1,2,1,2,2,1, ,"No, not a smartphone",No,No,No, , , ,No, ,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,23,Living with a partner,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) Other party,Very liberal?,"Less than $10,000",55104
203135,2,62415,6,Female,2,3,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,56,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Conservative,"75 to under $100,000",91709
203140,2,62415,6,Female,2,4,1,1,2,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,Yes,No,No,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,60,Never been married,2,High school graduate (Grade 12 with diploma or GED certificate),Republican,"Liberal, OR","Less than $10,000",32392
203154,2,62415,48,Female,1,1,1,1,2,2, ,"Yes, smartphone", , , ,No,No,No,Yes,Yes,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,65,Divorced,2,Two year associate degree from a college or university,Independent,Moderate,"50 to under $75,000",78028
203158,2,62415,53,Female,2,2,1,1,1,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,No,No,8,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,60,Married,2,"Some college, no degree (includes some community college)",(VOL.) Refused,(VOL.) Refused,(VOL.) Refused,99999
203160,2,62415,4,Male,1,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,No,No,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,31,Living with a partner,6,"Some college, no degree (includes some community college)",Independent,Moderate,"100 to under $150,000",85303
203161,2,62415,16,Female,1,3,1,1,3,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,No,Yes,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,42,Married,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Conservative,"75 to under $100,000",83201
203169,2,62415,6,Female,1,2,2,1,5,1, ,"No, not a smartphone", , , ,No,No,Yes,No, ,No,No,8,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,70,Divorced,1,"Some college, no degree (includes some community college)",Democrat,"Liberal, OR","75 to under $100,000",91343
203170,2,62415,6,Male,2,2,1,1,1,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,32,Married,2,"Some college, no degree (includes some community college)",Democrat,Moderate,"50 to under $75,000",90806
203172,2,62415,6,Male,3,1,1,1,2,1, ,"Yes, smartphone",No,No,No, , , ,No,No,No,No,AGREE,DON'T KNOW,DISAGREE,DISAGREE,DON'T KNOW,AGREE,39,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,"Liberal, OR",(VOL.) Refused,94010
203186,2,62415,6,Female,2,3,2,2, , , ,"Yes, smartphone",No,No,No, , , , ,No,Yes,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,54,Married,5,"Some college, no degree (includes some community college)",Republican,Conservative,"30 to under $40,000",91763
203189,2,62415,6,Female,2,2,1,1,1,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,44,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Moderate,"100 to under $150,000",91775
203190,2,62515,6,Female,1,3,1,1,2,2, ,"Yes, smartphone",Yes,No,Yes, , , ,No,No,No,Yes,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,22,Never been married,4,High school graduate (Grade 12 with diploma or GED certificate),Republican,Conservative,"40 to under $50,000",92563
203192,2,62515,4,Male,8,8,1,2,2,1, ,"No, not a smartphone", , , ,No,No,No,No, ,8,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,62,Widowed,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,"Liberal, OR","50 to under $75,000",86003
203195,2,62515,39,Male,3,3,1,1,2,2, ,"Yes, smartphone",No,No,No, , , ,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,19,Never been married,4,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"Less than $10,000",45036
203196,2,62515,5,Female,3,3,1,1,2,2, ,"Yes, smartphone", , , ,No,No,Yes,No,No,Yes,Yes,DISAGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,25,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,"Less than $10,000",72076
203197,2,62515,48,Male,2,2,1,1,1,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,65,Married,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Moderate,"100 to under $150,000",76504
203206,2,62715,37,Male,2,2,1,1,4,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,No,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,57,Never been married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"40 to under $50,000",27301
203210,2,62515,26,Female,1,3,1,1,5,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,No,No,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,99,#N/A,9,Refused,Republican,Very conservative,(VOL.) Refused,48307
203213,2,62515,49,Female,2,2,1,1,2,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,30,Married,4,"Some college, no degree (includes some community college)",(VOL.) Don't know,(VOL.) Don't know,"50 to under $75,000",99999
203214,2,62515,8,Female,1,1,1,1,2,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,55,Married,3,"Some college, no degree (includes some community college)",Independent,Moderate,(VOL.) Refused,80020
203221,2,62515,26,Male,4,4,1,1,1,2, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,26,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"10 to under $20,000",49504
203222,2,62515,42,Female,2,2,1,1,1,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,30,Married,1,"Some college, no degree (includes some community college)",Independent,"Liberal, OR","40 to under $50,000",19150
203224,2,62515,36,Male,1,2,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,51,Married,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"100 to under $150,000",14094
203228,2,62915,51,Male,3,3,1,1,1,1, ,"Yes, smartphone", , , ,No,No,No,Yes,Yes,Yes,Yes,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,25,#N/A,1,Refused,Democrat,Moderate,"50 to under $75,000",99999
203236,2,62915,39,Male,2,2,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,61,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,"30 to under $40,000",44128
203240,2,62915,51,Male,2,4,1,1,2,2, ,"Yes, smartphone",Yes,No,No, , , ,No,No,No,No,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,44,Living with a partner,4,Less than high school (Grades 1-8 or no formal schooling),(VOL.) No preference,(VOL.) Don't know,(VOL.) Don't know,99999
203244,2,62615,12,Female,1,2,2,2, , , ,"No, not a smartphone",No,No,No, , , , , ,No,No,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,52,Divorced,2,"Some college, no degree (includes some community college)",Democrat,Moderate,"10 to under $20,000",34982
203250,2,62615,36,Female,2,3,1,1,2,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,51,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Very liberal?,"100 to under $150,000",13440
203253,2,62915,39,Female,2,2,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,Yes,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,39,Never been married,1,DonÍt know,Democrat,Moderate,"20 to under $30,000",43232
203256,2,62815,28,Female,2,2,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,38,Married,1,"Some postgraduate or professional schooling, no postgraduate degree",Democrat,Moderate,"Less than $10,000",39056
203257,2,62615,36,Male,1,3,1,1,2,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,74,Married,3,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Very liberal?,"50 to under $75,000",12303
203260,2,62615,22,Male,2,2,1,2,3,1, ,"Yes, smartphone",Don't Know,Don't Know,Don't Know, , , ,Don't Know,8,8,8,8,DON'T KNOW,DON'T KNOW,DON'T KNOW,AGREE,DON'T KNOW,55,Married,5,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Democrat,Conservative,"Less than $10,000",70605
203261,2,62615,36,Male,2,3,1,2,2,2, ,"No, not a smartphone",No,No,No, , , ,No, ,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,62,Separated,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Conservative,"20 to under $30,000",14510
203264,2,62615,24,Female,3,2,1,1,2,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,Yes,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,23,Never been married,4,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Moderate,"75 to under $100,000",20861
203266,2,62915,40,Female,2,3,1,1,1,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,32,Living with a partner,2,"Some college, no degree (includes some community college)",Independent,Moderate,"20 to under $30,000",73119
203268,2,62615,54,Female,2,3,1,1,1,1, ,"Yes, smartphone", , , ,No,No,No,Yes,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,56,Divorced,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Very liberal?,"50 to under $75,000",26554
203269,2,62615,54,Female,2,4,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DON'T KNOW,41,Married,4,Two year associate degree from a college or university,Republican,Very conservative,(VOL.) Don't know,26537
203270,2,62615,9,Female,1,4,2,2, , , ,"No, not a smartphone",No,Yes,No, , , , , ,No,No,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,50,Never been married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,(VOL.) Refused,6751
203275,2,62715,34,Female,1,2,1,1,2,1, ,"Yes, smartphone", , , ,No,No,Yes,Yes,No,Yes,No,AGREE,AGREE,REFUSED,DISAGREE,DISAGREE,DISAGREE,55,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Very liberal?,"$150,000 or more",8876
203278,2,62615,1,Male,2,2,1,1,3,1, ,"Yes, smartphone", , , ,Yes,No,Yes,Yes,No,Yes,No,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DON'T KNOW,48,Never been married,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","10 to under $20,000",35633
203280,2,62615,24,Male,1,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,29,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Conservative,"$150,000 or more",20901
203281,2,62615,39,Male,1,2,1,1,3,1, ,"No, not a smartphone", , , ,No,No,No,No, ,No,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,58,Married,3,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Very conservative,"50 to under $75,000",43623
203283,2,62615,24,Male,1,2,2,2, , , ,"Yes, smartphone",No,No,Yes, , , , ,No,Yes,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,60,Married,4,"Some college, no degree (includes some community college)",Independent,Conservative,"40 to under $50,000",21040
203288,2,62615,22,Female,3,2,1,1,2,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,63,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Moderate,"50 to under $75,000",71203
203290,2,62615,42,Male,2,2,1,1,1,1, ,"Yes, smartphone",Yes,No,Yes, , , ,Yes,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,34,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Conservative,"75 to under $100,000",19063
203291,2,62915,24,Female,2,3,1,1,9,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,8,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,44,Living with a partner,2,Less than high school (Grades 1-8 or no formal schooling),Independent,Very liberal?,"20 to under $30,000",20877
203296,2,62615,17,Male,1,2,2,2, , , ,"Yes, smartphone",No,Yes,No, , , , ,No,No,Yes,AGREE,DISAGREE,AGREE,AGREE,DON'T KNOW,AGREE,55,Widowed,1,Two year associate degree from a college or university,Independent,Conservative,"20 to under $30,000",61265
203297,2,71015,19,Female,1,1,1,1,3,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,AGREE,63,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",(VOL.) No preference,Moderate,(VOL.) Refused,50010
203306,2,62915,22,Female,4,3,1,1,1,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,DISAGREE,28,Never been married,2,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) No preference,(VOL.) Don't know,"Less than $10,000",71292
203317,2,71015,29,Male,2,2,2,2, , , ,"No, not a smartphone",No,No,No, , , , , ,No,No,DISAGREE,AGREE,DON'T KNOW,DON'T KNOW,DON'T KNOW,AGREE,99,#N/A,1,Refused,(VOL.) No preference,(VOL.) Don't know,(VOL.) Refused,63074
203319,2,62615,18,Female,1,3,1,1,1,1, ,"Yes, smartphone",Yes,Yes,No, , , ,No,Yes,No,Yes,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,19,Never been married,1,"Some college, no degree (includes some community college)",(VOL.) Don't know,"Liberal, OR",(VOL.) Don't know,16320
203322,2,62615,20,Male,2,3,1,2,2,1, ,"No, not a smartphone", , , ,No,No,No,No, ,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,26,Never been married,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Moderate,"20 to under $30,000",66047
203325,2,62615,29,Male,1,2,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,48,Married,4,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Conservative,"$150,000 or more",63366
203334,2,62615,6,Male,2,2,2,1,1,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,No,No,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,18,Never been married,1,Less than high school (Grades 1-8 or no formal schooling),Independent,"Liberal, OR",(VOL.) Don't know,91001
203335,2,62915,4,Female,4,4,2,2, , , ,"Yes, smartphone",No,No,No, , , , ,Yes,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,60,Never been married,1,High school graduate (Grade 12 with diploma or GED certificate),Independent,"Liberal, OR","Less than $10,000",85041
203336,2,70215,6,Male,2,3,2,1,3,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,35,Living with a partner,2,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Independent,Very liberal?,"20 to under $30,000",93458
203344,2,62615,6,Male,2,2,1,1,5,2, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,30,Never been married,4,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,"40 to under $50,000",93960
203348,2,62615,6,Male,1,2,1,1,2,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,52,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,"Liberal, OR","100 to under $150,000",94965
203351,2,70215,53,Male,1,2,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,57,Married,2,"Some college, no degree (includes some community college)",Independent,Moderate,"$150,000 or more",98372
203356,2,62815,6,Male,1,2,1,2,4,1, ,"No, not a smartphone", , , ,No,No,No,No, ,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,79,Married,2,Two year associate degree from a college or university,Republican,Very conservative,"50 to under $75,000",92123
203360,2,63015,6,Male,3,4,1,1,5,1, ,"No, not a smartphone",No,No,Yes, , , ,No, ,No,Yes,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,41,Married,2,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Republican,Conservative,"10 to under $20,000",92407
203369,2,62615,29,Female,4,2,1,1,5,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,Yes,Yes,No,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,50,#N/A,4,Refused,Independent,Moderate,"Less than $10,000",99999
203370,2,62615,6,Male,1,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,41,Married,2,"Some college, no degree (includes some community college)",Republican,Conservative,"$150,000 or more",92596
203376,2,62615,12,Male,3,2,1,1,2,2, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,45,Divorced,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Very liberal?,"75 to under $100,000",32504
203380,2,62615,17,Male,3,3,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,Yes,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,28,Never been married,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Very liberal?,"50 to under $75,000",60617
203390,2,62615,29,Female,2,3,2,2, , , ,Not sure/Don't know, , , ,No,No,No, , ,No,No,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,51,Married,2,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),(VOL.) No preference,Conservative,"30 to under $40,000",63939
203392,2,62615,48,Male,3,2,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,48,Divorced,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,"Liberal, OR","75 to under $100,000",77627
203395,2,62615,45,Male,1,1,1,1,2,2, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,21,Never been married,8,"Some college, no degree (includes some community college)",Independent,Moderate,"10 to under $20,000",29582
203396,2,62615,41,Female,1,2,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,31,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"100 to under $150,000",97223
203403,2,62615,1,Male,1,2,1,1,1,1, ,"Yes, smartphone",Yes,No,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,24,Never been married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"20 to under $30,000",35806
203410,2,62615,53,Female,1,1,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,Yes,Yes,Yes,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,34,Never been married,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) No preference,"Liberal, OR","50 to under $75,000",98052
203412,2,62615,6,Female,1,2,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,56,Married,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Very liberal?,"$150,000 or more",94123
203414,2,62615,27,Female,2,2,1,1,2,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,47,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,"Liberal, OR","100 to under $150,000",55305
203420,2,62715,13,Male,2,3,1,1,1,1, ,"Yes, smartphone",Yes,No,Yes, , , ,No,No,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,32,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Very conservative,"Less than $10,000",30047
203423,2,62715,25,Female,3,3,2,2, , , ,"No, not a smartphone",No,No,No, , , , , ,No,No,AGREE,AGREE,DISAGREE,AGREE,DON'T KNOW,DISAGREE,27,Never been married,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,(VOL.) Don't know,(VOL.) Don't know,2720
203425,2,70215,13,Male,2,3,1,1,5,2, ,"Yes, smartphone",No,No,No, , , ,No,No,No,No,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,57,Married,2,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),(VOL.) No preference,Conservative,"10 to under $20,000",30103
203434,2,62715,39,Male,2,4,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,No,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,48,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,"Liberal, OR","75 to under $100,000",44870
203435,2,70515,45,Female,1,2,2,2, , , ,Not sure/Don't know,No,No,No, , , , , ,8,No,AGREE,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,85,#N/A,9,High school graduate (Grade 12 with diploma or GED certificate),Democrat,"Liberal, OR","Less than $10,000",29223
203438,2,62715,42,Male,1,3,1,1,2,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,39,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Republican,Moderate,"100 to under $150,000",17050
